steps,loss,train_acc,val_acc
329,0.5464012459705545,0.7163120567375887,0.8672985781990522
658,0.4150430376527278,0.822695035460993,0.8767772511848342
987,0.4400046296349775,0.8135764944275583,0.8436018957345972
1316,0.36140011654074067,0.8591691995947316,0.8862559241706162
1645,0.3937616970280625,0.8308004052684904,0.8341232227488152
1974,0.4045603888103665,0.8429584599797366,0.8815165876777252
2303,0.3568215699151173,0.8530901722391084,0.8483412322274883
2632,0.38070602891655314,0.8378926038500507,0.8767772511848342
2961,0.3347404067609327,0.8693009118541034,0.9004739336492892
3290,0.34120549625417984,0.8561296859169201,0.9099526066350712
3619,0.318992057983153,0.8763931104356637,0.8625592417061612
3948,0.31673882851847035,0.8855116514690984,0.8767772511848342
4277,0.3481070018546107,0.8551165146909828,0.9052132701421801
4606,0.3118153323722284,0.8743667679837893,0.9099526066350712
4935,0.3250973827631157,0.8794326241134752,0.8625592417061612
5264,0.31809255665709785,0.8703140830800405,0.8957345971563981
5593,0.32837790516492926,0.8551165146909828,0.8672985781990522
5922,0.3053701856638764,0.889564336372847,0.8767772511848342
6251,0.29059565625141215,0.8804457953394125,0.8815165876777252
6580,0.32983395599183585,0.8622087132725431,0.8815165876777252
6909,0.3194260274596973,0.8693009118541034,0.9052132701421801
7238,0.31228398334653906,0.8794326241134752,0.8672985781990522
7567,0.3352441645803906,0.8601823708206687,0.9146919431279622
7896,0.3511960062423859,0.8642350557244175,0.8720379146919433
8225,0.3015704013392133,0.8763931104356637,0.9099526066350712
8554,0.3145458009528051,0.8875379939209727,0.8815165876777252
8883,0.3319558134602558,0.8652482269503546,0.8815165876777252
9212,0.321457945587908,0.8844984802431611,0.8862559241706162
9541,0.3030635097951995,0.8855116514690984,0.8767772511848342
9870,0.34651385904445475,0.8561296859169201,0.9004739336492892
10199,0.2907850340446561,0.8804457953394125,0.8815165876777252
10528,0.3557544904397735,0.8571428571428572,0.8909952606635072
10857,0.3269016793433656,0.8682877406281663,0.8957345971563981
11186,0.33318358519338187,0.8723404255319149,0.8909952606635072
11515,0.34690092970535025,0.8601823708206687,0.8672985781990522
11844,0.3522498173433476,0.8591691995947316,0.9241706161137442
12173,0.3345397148609705,0.8571428571428572,0.8767772511848342
12502,0.36669113812354803,0.8541033434650457,0.9241706161137442
12831,0.32065457546481485,0.8530901722391084,0.8862559241706162
13160,0.3167182046433169,0.883485309017224,0.8862559241706162
13489,0.342374628649415,0.867274569402229,0.9146919431279622
13818,0.29621093582811087,0.894630192502533,0.8957345971563981
14147,0.2957383366197861,0.883485309017224,0.8957345971563981
14476,0.3227979921619762,0.8561296859169201,0.8672985781990522
14805,0.3337679797256971,0.8703140830800405,0.8767772511848342
15134,0.33640798499096247,0.8713272543059778,0.9052132701421801
15463,0.33870193286748884,0.8804457953394125,0.8957345971563981
15792,0.3305794682123499,0.8591691995947316,0.8815165876777252
16121,0.2898606946569204,0.8885511651469099,0.8767772511848342
16450,0.32315688594617137,0.8682877406281663,0.8767772511848342
