epoch,loss,train_acc,val_acc
1,0.991403590304117,0.6424815983175605,0.34146341463414637
2,0.7688229609864493,0.7076761303890642,0.44878048780487806
3,0.7870310796454125,0.6887486855941115,0.5414634146341464
4,0.8433861930303268,0.68664563617245,0.4878048780487805
5,0.7308459525495047,0.7350157728706624,0.6097560975609756
6,0.7706315363713243,0.7392218717139852,0.4585365853658537
7,0.8003444647030625,0.7266035751840169,0.5463414634146342
8,0.5932225229925663,0.7854889589905363,0.5902439024390244
9,0.5310697134360907,0.7991587802313355,0.6439024390243903
10,0.5431677585959309,0.7896950578338591,0.6439024390243903
11,0.5038545075745237,0.8180862250262881,0.6585365853658537
12,0.5438917165173591,0.7917981072555205,0.5951219512195122
13,0.5384753567688598,0.8138801261829653,0.6292682926829268
14,0.5173752547783305,0.8128286014721346,0.6292682926829268
15,0.5751812450047171,0.7917981072555205,0.6
16,0.49987318157585636,0.8201892744479495,0.5951219512195122
17,0.5051829454525286,0.804416403785489,0.6048780487804878
18,0.5345282946506634,0.8191377497371188,0.6439024390243903
19,0.4951864957621421,0.8359621451104101,0.5902439024390244
20,0.5107506917070765,0.8033648790746583,0.6195121951219512
21,0.4631499492031543,0.8286014721345951,0.5756097560975609
22,0.5016729199218826,0.8128286014721346,0.6097560975609756
23,0.48996147576065346,0.8159831756046267,0.5853658536585366
24,0.503505530307847,0.8212407991587802,0.6
25,0.49143067580480304,0.8128286014721346,0.6195121951219512
26,0.48387091314629677,0.8107255520504731,0.6146341463414634
27,0.5122917988322887,0.8096740273396424,0.6097560975609756
28,0.5485621039588181,0.8033648790746583,0.624390243902439
29,0.4754279938327652,0.8275499474237644,0.6195121951219512
30,0.48894593700155475,0.8159831756046267,0.5609756097560976
31,0.4754363564866449,0.8296529968454258,0.6487804878048781
32,0.4933418051019452,0.8138801261829653,0.6390243902439025
33,0.5296063917355082,0.8128286014721346,0.551219512195122
34,0.49882170982604024,0.8096740273396424,0.6097560975609756
35,0.5212468716123001,0.8117770767613038,0.5853658536585366
36,0.4978648350817924,0.8233438485804416,0.5658536585365853
37,0.550077338653032,0.8054679284963197,0.624390243902439
38,0.48425927368060273,0.8180862250262881,0.6146341463414634
39,0.5074945385680465,0.8128286014721346,0.6146341463414634
40,0.49803789668216064,0.8212407991587802,0.5951219512195122
41,0.4753734787023155,0.8243953732912723,0.5756097560975609
42,0.49124274602635803,0.8170347003154574,0.6097560975609756
43,0.5287706309343864,0.8033648790746583,0.6
44,0.5017725713590216,0.8233438485804416,0.5804878048780487
45,0.4923467166040222,0.8391167192429022,0.6048780487804878
46,0.4838259750438539,0.8307045215562566,0.5804878048780487
47,0.49711840097585813,0.8159831756046267,0.6
48,0.508346173900535,0.8180862250262881,0.6341463414634146
49,0.5260591528424454,0.814931650893796,0.5951219512195122
50,0.5009458667386155,0.8170347003154574,0.6195121951219512
