steps,loss,train_acc,val_acc
329,0.5806955544178005,0.767983789260385,0.5734597156398105
658,0.47231717046874877,0.8247213779128674,0.5781990521327015
987,0.42379270350558657,0.8308004052684904,0.47393364928909953
1316,0.46574061278635004,0.8186423505572442,0.5924170616113744
1645,0.45158075160047806,0.828774062816616,0.6777251184834123
1974,0.445610567007361,0.844984802431611,0.7630331753554503
2303,0.45095911685834056,0.844984802431611,0.5545023696682465
2632,0.3043577181592418,0.8814589665653496,0.5592417061611374
2961,0.3221039286953338,0.861195542046606,0.6350710900473934
3290,0.2938078083598037,0.883485309017224,0.6303317535545024
3619,0.28920873588945606,0.8926038500506587,0.6350710900473934
3948,0.2999664473648371,0.8763931104356637,0.6777251184834123
4277,0.2803133689282271,0.8996960486322189,0.7488151658767773
4606,0.2922058709969757,0.8936170212765958,0.7582938388625593
4935,0.285114720931773,0.8966565349544073,0.7677725118483413
5264,0.2953253531226513,0.8814589665653496,0.7298578199052134
5593,0.2676319838053308,0.889564336372847,0.7488151658767773
5922,0.2903207040485278,0.889564336372847,0.7677725118483413
6251,0.28888175208517847,0.8915906788247214,0.7440758293838863
6580,0.29556602384544073,0.8794326241134752,0.7962085308056872
6909,0.25726327964358536,0.9047619047619049,0.7630331753554503
7238,0.2947777259977876,0.8784194528875381,0.7677725118483413
7567,0.26962542787511296,0.9037487335359676,0.6919431279620853
7896,0.2742518568836085,0.9017223910840932,0.7535545023696683
8225,0.2504287249773831,0.9027355623100305,0.7488151658767773
8554,0.27803642683961594,0.8956433637284702,0.7582938388625593
8883,0.2526906895722058,0.9128672745694023,0.7156398104265403
9212,0.27596101639631915,0.8976697061803446,0.7298578199052134
9541,0.257937213894746,0.9037487335359676,0.7677725118483413
