epoch,loss,train_acc,val_acc
1,1.1050409158231758,0.5880566801619433,0.5592417061611374
2,0.9250952933843319,0.6508097165991903,0.6729857819905214
3,0.8659018525469159,0.6680161943319838,0.6492890995260664
4,0.8022643248079276,0.708502024291498,0.5734597156398105
5,0.8129189206279723,0.7004048582995952,0.6398104265402844
6,0.7578717256002581,0.729757085020243,0.6303317535545024
7,0.7715456377760119,0.7176113360323887,0.6350710900473934
8,0.7044001887684409,0.7449392712550608,0.7061611374407584
9,0.6465910307550238,0.75,0.7251184834123223
10,0.6376143677031946,0.7469635627530364,0.7440758293838863
11,0.6075012367746608,0.7692307692307693,0.7156398104265403
12,0.5862780556022397,0.7722672064777328,0.7156398104265403
13,0.5708228253159928,0.7844129554655871,0.7109004739336493
14,0.5537482910913977,0.7975708502024291,0.7251184834123223
15,0.588780010579086,0.77834008097166,0.7488151658767773
16,0.5571181433886169,0.7894736842105263,0.7440758293838863
17,0.5723748077385822,0.7945344129554656,0.7251184834123223
18,0.5649513505731034,0.7975708502024291,0.7298578199052134
19,0.5547549872383898,0.7904858299595142,0.7582938388625593
20,0.5842080775663437,0.7773279352226721,0.7440758293838863
21,0.5378060108012999,0.8006072874493927,0.7393364928909953
22,0.5405180573101468,0.7945344129554656,0.7251184834123223
23,0.5679541214516288,0.7884615384615384,0.7251184834123223
24,0.5885300363003001,0.7692307692307693,0.7535545023696683
25,0.5321929848749145,0.8036437246963563,0.7582938388625593
26,0.5658451528081044,0.7935222672064778,0.7488151658767773
27,0.5970730080536986,0.7864372469635628,0.7440758293838863
28,0.5532177956963358,0.7844129554655871,0.7298578199052134
29,0.5641654544634375,0.791497975708502,0.7251184834123223
30,0.5584226247028783,0.7945344129554656,0.7251184834123223
31,0.5395990051479957,0.7894736842105263,0.7251184834123223
32,0.5361331207187552,0.791497975708502,0.7203791469194314
33,0.5374372617194527,0.8026315789473685,0.7440758293838863
34,0.55080488595644,0.791497975708502,0.7298578199052134
35,0.5792611521265285,0.7884615384615384,0.7298578199052134
36,0.5541307981680279,0.7884615384615384,0.7488151658767773
37,0.5640189611477407,0.8036437246963563,0.7251184834123223
38,0.5626037087638368,0.7935222672064778,0.7156398104265403
39,0.5770644876155776,0.7803643724696356,0.7440758293838863
40,0.5893174344711458,0.7844129554655871,0.7061611374407584
41,0.5624363095412853,0.7793522267206477,0.7582938388625593
42,0.5394610239547274,0.7995951417004049,0.7345971563981043
43,0.5588962573874817,0.7884615384615384,0.7535545023696683
44,0.5488233878182979,0.7874493927125507,0.7488151658767773
45,0.5610370786204512,0.7773279352226721,0.7440758293838863
46,0.5391179131351502,0.7995951417004049,0.6966824644549764
47,0.553554726998333,0.8016194331983806,0.7535545023696683
48,0.6003249825133004,0.7631578947368421,0.7393364928909953
49,0.5626912549560369,0.7844129554655871,0.7251184834123223
50,0.5645495705035052,0.7965587044534413,0.7535545023696683
