steps,loss,train_acc,val_acc
107,1.1719601474632726,0.4789719626168224,0.45054945054945056
214,1.2032796715464547,0.49299065420560745,0.40659340659340665
321,1.2499816983102638,0.49532710280373826,0.40659340659340665
428,1.0942236898101378,0.5350467289719626,0.4175824175824176
535,1.0377067820491077,0.5560747663551402,0.45054945054945056
642,1.0019050470300923,0.5467289719626168,0.5164835164835165
749,0.9880527828898386,0.586448598130841,0.47252747252747257
856,0.8510323620845224,0.6121495327102803,0.5384615384615385
963,0.8279330321004458,0.6261682242990654,0.5274725274725275
1070,0.7533375494112479,0.6869158878504672,0.5054945054945056
1177,0.8014864385406547,0.647196261682243,0.5384615384615385
1284,0.7484834957345624,0.6728971962616822,0.5824175824175825
1391,0.7465653831713668,0.6985981308411214,0.5274725274725275
1498,0.7743651123247414,0.6752336448598131,0.5274725274725275
1605,0.7045392374569011,0.7056074766355139,0.5824175824175825
1712,0.7238619302477792,0.6705607476635513,0.5494505494505495
1819,0.7287106842638176,0.6892523364485981,0.5604395604395604
1926,0.7210480115402524,0.6962616822429906,0.5274725274725275
2033,0.7204200888627044,0.7079439252336448,0.5054945054945056
2140,0.7524874562693533,0.6752336448598131,0.5494505494505495
2247,0.7525637770924613,0.6752336448598131,0.5824175824175825
2354,0.7271448066022909,0.7102803738317757,0.5274725274725275
2461,0.7529040186483169,0.6705607476635513,0.5604395604395604
2568,0.7836491961345494,0.6448598130841121,0.5714285714285715
2675,0.7339638726455029,0.6728971962616822,0.5604395604395604
2782,0.7126086869529474,0.6985981308411214,0.5824175824175825
2889,0.7410964793133958,0.6962616822429906,0.5384615384615385
2996,0.7390281045548269,0.6752336448598131,0.5604395604395604
3103,0.7142366073398947,0.6939252336448598,0.5494505494505495
3210,0.730840021483252,0.6728971962616822,0.5714285714285715
3317,0.7011607688999622,0.7126168224299065,0.5274725274725275
3424,0.7211338771837894,0.6939252336448598,0.5494505494505495
3531,0.7417653353414803,0.6542056074766355,0.5714285714285715
3638,0.7291921587469422,0.6822429906542056,0.5714285714285715
3745,0.7074541875692172,0.6985981308411214,0.5714285714285715
3852,0.7360994540085303,0.6775700934579438,0.5714285714285715
3959,0.7343723794845777,0.6658878504672897,0.5714285714285715
4066,0.7760238313229284,0.6565420560747663,0.5274725274725275
4173,0.734909277931552,0.7009345794392523,0.5934065934065934
4280,0.7297122212492417,0.6822429906542056,0.5384615384615385
4387,0.7447837798673416,0.6658878504672897,0.5714285714285715
4494,0.7717169461963332,0.6682242990654205,0.5384615384615385
4601,0.7348285245004101,0.6635514018691588,0.5934065934065934
4708,0.7479416410499644,0.6822429906542056,0.5714285714285715
4815,0.7509032252514474,0.6822429906542056,0.5494505494505495
4922,0.7052726419729607,0.7079439252336448,0.6043956043956045
5029,0.7740088574518668,0.6355140186915887,0.5494505494505495
5136,0.6829887486506845,0.7172897196261682,0.5604395604395604
5243,0.7540416068562837,0.6542056074766355,0.5494505494505495
5350,0.7434296900423888,0.6635514018691588,0.5384615384615385
