steps,loss,train_acc,val_acc
247,0.9717934584086724,0.6285425101214575,0.6839622641509434
494,0.7732931850892812,0.701417004048583,0.7405660377358491
741,0.6438986194519861,0.7419028340080972,0.7547169811320754
988,0.6085907393983501,0.7742914979757085,0.7594339622641509
1235,0.5914926752749725,0.7854251012145749,0.7735849056603773
1482,0.5552713922884783,0.7904858299595142,0.7688679245283019
1729,0.5472525306317487,0.791497975708502,0.7452830188679245
1976,0.566646055653993,0.7925101214574899,0.7688679245283019
2223,0.5309333912274132,0.8016194331983806,0.7122641509433962
2470,0.4974361080148442,0.7995951417004049,0.7547169811320754
