steps,loss,train_acc,val_acc
247,0.9070402565996657,0.6558704453441295,0.7028301886792453
494,0.8507599500630066,0.659919028340081,0.7264150943396226
741,0.7888523803548775,0.7186234817813765,0.7122641509433962
988,0.7118427957359114,0.7226720647773279,0.7028301886792453
1235,0.7160369546307244,0.7479757085020243,0.6462264150943396
1482,0.6351813866421279,0.7601214574898786,0.7264150943396226
1729,0.6687472652689166,0.742914979757085,0.7971698113207547
1976,0.6336887890269399,0.75,0.75
2223,0.603912995049828,0.7560728744939271,0.6981132075471698
2470,0.611180793478904,0.771255060728745,0.7169811320754716
