steps,loss,train_acc,val_acc
247,0.9561519827316647,0.6265182186234818,0.6556603773584906
494,0.8371122384722899,0.6680161943319838,0.6556603773584906
741,0.7405509546338788,0.7074898785425101,0.7075471698113207
988,0.7115753349143001,0.7125506072874495,0.7547169811320754
1235,0.6537722530152633,0.7489878542510121,0.7216981132075472
1482,0.6472795042190475,0.7449392712550608,0.7264150943396226
1729,0.6190596825560095,0.7641700404858299,0.7358490566037735
1976,0.6125356057877482,0.757085020242915,0.7594339622641509
2223,0.5684544299295556,0.7854251012145749,0.7311320754716981
2470,0.5616476857951778,0.77834008097166,0.7216981132075472
