steps,loss,train_acc,val_acc
329,0.6466082650036947,0.6336032388663968,0.7830188679245282
658,0.5402771655605872,0.7651821862348178,0.830188679245283
988,0.49351753686603744,0.7945344129554656,0.8490566037735848
1317,0.43778044099991137,0.8046558704453441,0.8726415094339622
1646,0.43241000732007295,0.8066801619433198,0.830188679245283
1976,0.4284407814836454,0.805668016194332,0.8584905660377358
2305,0.4131010495397726,0.8066801619433198,0.8443396226415094
2634,0.38693329099158524,0.8299595141700405,0.9056603773584906
2964,0.3615971297508309,0.8370445344129555,0.8537735849056604
3293,0.3654583221082745,0.8461538461538461,0.8349056603773585
