steps,loss,train_acc,val_acc
329,0.5550533965652288,0.7651821862348178,0.8443396226415094
658,0.5008679855207683,0.7803643724696356,0.7924528301886792
988,0.48035429458808804,0.8026315789473685,0.8018867924528301
1317,0.4554815178940653,0.8046558704453441,0.8490566037735848
1646,0.4322372928472907,0.8026315789473685,0.8726415094339622
1976,0.4108519399546177,0.8340080971659919,0.8584905660377358
2305,0.39401102271534294,0.819838056680162,0.8018867924528301
2634,0.35967122779231564,0.8633603238866396,0.8632075471698113
2964,0.41938920358293935,0.8168016194331984,0.8726415094339622
3293,0.4012781893645945,0.8350202429149798,0.8537735849056604
