steps,loss,train_acc,val_acc
247.0,0.6159376292696849,0.7520242914979757,0.5071090047393365
494.0,0.4250681780972462,0.8188259109311741,0.8104265402843602
741.0,0.47030375517814266,0.7975708502024291,0.8056872037914693
988.0,0.42970310263184885,0.819838056680162,0.7772511848341233
1235.0,0.3840509177702159,0.8188259109311741,0.7393364928909953
1482.0,0.3810137925360367,0.854251012145749,0.7962085308056872
1729.0,0.37620899865501806,0.8532388663967612,0.7962085308056872
1976.0,0.2815951919447073,0.8795546558704453,0.8815165876777252
2223.0,0.29101525862448613,0.8917004048582996,0.8720379146919433
2470.0,0.3006943340303927,0.8805668016194332,0.8530805687203792
2717.0,0.2912516748977576,0.8856275303643725,0.8483412322274883
2964.0,0.26515365220033205,0.8967611336032388,0.8767772511848342
3211.0,0.2983479765865967,0.8795546558704453,0.8767772511848342
3458.0,0.26994680154782075,0.8927125506072875,0.8767772511848342
3705.0,0.23142716276500871,0.9139676113360324,0.8767772511848342
3952.0,0.26351636865361017,0.9058704453441295,0.8815165876777252
4199.0,0.2578086976700949,0.8896761133603239,0.8909952606635072
4446.0,0.2682987889840535,0.8896761133603239,0.8909952606635072
4693.0,0.2955466831623301,0.8856275303643725,0.8862559241706162
4940.0,0.2713321014213176,0.8987854251012146,0.8815165876777252
5187.0,0.2886690541136603,0.8795546558704453,0.8767772511848342
5434.0,0.26937553042221646,0.8927125506072875,0.8862559241706162
5681.0,0.2584532369003605,0.9038461538461539,0.8862559241706162
5928.0,0.2597070086279861,0.9068825910931174,0.8815165876777252
6175.0,0.28540204697654314,0.8765182186234818,0.8815165876777252
6422.0,0.25373672021304067,0.8977732793522267,0.8815165876777252
6669.0,0.2765726509243853,0.8947368421052632,0.8767772511848342
6916.0,0.27279145695902557,0.9008097165991903,0.8862559241706162
7163.0,0.2473696420489535,0.8967611336032388,0.8815165876777252
7410.0,0.2751217872387002,0.8967611336032388,0.8909952606635072
7657.0,0.255365058628895,0.8987854251012146,0.8957345971563981
7904.0,0.26230090766059244,0.8846153846153846,0.8767772511848342
8151.0,0.2652847914982904,0.8977732793522267,0.8909952606635072
8398.0,0.28565716426744153,0.8927125506072875,0.8767772511848342
8645.0,0.27934273624951056,0.8927125506072875,0.8767772511848342
8892.0,0.2915897512363519,0.888663967611336,0.8815165876777252
9139.0,0.26709264628438334,0.895748987854251,0.8767772511848342
9386.0,0.2686652029875802,0.9018218623481782,0.8767772511848342
9633.0,0.26721551338670707,0.8997975708502024,0.8767772511848342
9880.0,0.25338387311349514,0.9018218623481782,0.8862559241706162
10127.0,0.2678623339726857,0.8906882591093117,0.8862559241706162
10374.0,0.27534933436496056,0.8836032388663968,0.8815165876777252
10621.0,0.2619923071159042,0.8937246963562753,0.8767772511848342
10868.0,0.26758853674900196,0.8997975708502024,0.8767772511848342
11115.0,0.2789904551226118,0.888663967611336,0.8862559241706162
11362.0,0.24762774304098445,0.9058704453441295,0.8815165876777252
11609.0,0.2565587542739957,0.8997975708502024,0.8815165876777252
11856.0,0.25566998489110576,0.9058704453441295,0.8767772511848342
12103.0,0.24886516572130837,0.9089068825910931,0.8815165876777252
12350.0,0.2523358426837303,0.9008097165991903,0.8767772511848342
