steps,train_loss,train_acc,val_acc
127,0.39931460632439447,0.8320235756385068,0.9111111111111111
254,0.302464731257182,0.8742632612966601,0.7222222222222222
381,0.2866598663957742,0.8811394891944989,0.9055555555555556
509,0.25095326495896625,0.9037328094302554,0.9111111111111111
636,0.25328290017508337,0.8880157170923378,0.9166666666666667
763,0.26905103147849585,0.8958742632612966,0.9222222222222223
890,0.2479472094762536,0.8948919449901768,0.9166666666666667
1018,0.22855207877332429,0.905697445972495,0.9277777777777778
1145,0.26333749203527373,0.8958742632612966,0.9277777777777778
1272,0.24655418018929381,0.8988212180746561,0.9222222222222223
1399,0.2400350325643899,0.9027504911591355,0.9
1527,0.253422251413988,0.8998035363457759,0.888888888888889
1654,0.22716288722334302,0.9106090373280943,0.9222222222222223
1781,0.23842715171910456,0.9106090373280943,0.9222222222222223
1908,0.23369308261014154,0.9017681728880157,0.9055555555555556
2036,0.27070236247040197,0.8929273084479371,0.9055555555555556
2163,0.25642569450943314,0.8889980353634577,0.9166666666666667
2290,0.23996273701926346,0.9027504911591355,0.9222222222222223
2417,0.24401262402534485,0.8968565815324164,0.9111111111111111
2545,0.2500336772098054,0.9027504911591355,0.9166666666666667
2672,0.2684590389077462,0.8958742632612966,0.9111111111111111
2799,0.25972292158013477,0.8850687622789783,0.9277777777777778
2926,0.25456974460708603,0.9027504911591355,0.8944444444444445
3054,0.23855227357863443,0.9096267190569743,0.9166666666666667
3181,0.2278005554540218,0.8998035363457759,0.9166666666666667
3308,0.23930695014758757,0.8929273084479371,0.9222222222222223
3435,0.24296172774142508,0.8998035363457759,0.9055555555555556
3563,0.2303868872946044,0.9155206286836934,0.9055555555555556
3690,0.2758399530630449,0.8781925343811394,0.9222222222222223
3817,0.26213043085015825,0.8948919449901768,0.9222222222222223
3944,0.2524923586775137,0.8988212180746561,0.9222222222222223
4072,0.24933172826799757,0.9017681728880157,0.9222222222222223
4199,0.24805284939955166,0.9017681728880157,0.9222222222222223
4326,0.2246033712665318,0.9086444007858545,0.9111111111111111
4453,0.22962015144131742,0.9106090373280943,0.9222222222222223
4581,0.25078899739767574,0.8889980353634577,0.9166666666666667
4708,0.2508182889820316,0.8889980353634577,0.9166666666666667
4835,0.26366317037983356,0.8929273084479371,0.9222222222222223
4962,0.24085597942760745,0.9115913555992141,0.9222222222222223
5090,0.2330295158392788,0.9047151277013752,0.9277777777777778
5217,0.23972021207242677,0.8919449901768173,0.9277777777777778
5344,0.23712684427825312,0.9066797642436148,0.9166666666666667
5471,0.2632026052896541,0.8939096267190569,0.9222222222222223
5599,0.22885282252766997,0.9096267190569743,0.9166666666666667
5726,0.2722405808847873,0.8919449901768173,0.888888888888889
5853,0.2250585212337479,0.8998035363457759,0.9222222222222223
5980,0.23465535003684593,0.8988212180746561,0.888888888888889
6108,0.24344587396310682,0.8978388998035363,0.9111111111111111
6235,0.24673803335088643,0.9037328094302554,0.9055555555555556
6362,0.237881025917872,0.8978388998035363,0.9166666666666667
