steps,train_loss,train_acc,val_acc
127,0.890261404516657,0.6578171091445428,0.17679558011049723
254,0.7326527530347586,0.712881022615536,0.7679558011049723
381,0.7173254731364892,0.7354965585054081,0.6353591160220994
508,0.6090070275313266,0.7640117994100295,0.6408839779005524
635,0.5447445086907731,0.7984267453294003,0.7734806629834254
762,0.49329137895897307,0.8190757128810227,0.7790055248618785
889,0.489732049442205,0.817109144542773,0.7845303867403315
1017,0.5284964350238076,0.8053097345132744,0.8176795580110496
1144,0.4745480705972032,0.8112094395280236,0.7403314917127072
1271,0.441219702700012,0.8249754178957719,0.8121546961325966
1398,0.4158417077894408,0.8475909537856441,0.8232044198895028
1525,0.39278190982259714,0.8485742379547689,0.8176795580110496
1652,0.4234837110766971,0.8446411012782695,0.8287292817679558
1779,0.40062085494413724,0.84070796460177,0.8397790055248618
1906,0.4449008826895332,0.8348082595870207,0.8397790055248618
2034,0.44786809585556286,0.8269419862340217,0.8453038674033149
2161,0.3969979336596989,0.8377581120943953,0.8342541436464088
2288,0.4313303444355052,0.8328416912487709,0.8232044198895028
2415,0.36459920868174983,0.8603736479842675,0.8342541436464088
2542,0.38001454568073345,0.8495575221238939,0.7900552486187845
2669,0.37610727835779934,0.8544739429695183,0.8563535911602209
2796,0.4018472287741617,0.8584070796460177,0.8176795580110496
2923,0.38033876581998466,0.8574237954768928,0.8397790055248618
3051,0.3621953252259726,0.8741396263520158,0.861878453038674
3178,0.40819913752545534,0.8456243854473944,0.7955801104972375
3305,0.3975049206875301,0.84070796460177,0.861878453038674
3432,0.41753879362385765,0.84070796460177,0.7679558011049723
3559,0.40702182693350164,0.8475909537856441,0.8729281767955801
3686,0.3767262298683384,0.8623402163225172,0.8121546961325966
3813,0.4054110892988822,0.8515240904621436,0.8287292817679558
3940,0.4327279073767723,0.8308751229105212,0.8066298342541436
4068,0.39247451548262213,0.8387413962635202,0.8232044198895028
4195,0.4143697189839306,0.8525073746312685,0.8342541436464088
4322,0.3907525419837254,0.8446411012782695,0.8453038674033149
4449,0.3772086382146665,0.8623402163225172,0.8232044198895028
