steps,loss,train_acc,val_acc
329,0.6626871907904276,0.7467071935157042,0.8341232227488152
658,0.534077417705559,0.7700101317122594,0.8341232227488152
987,0.5006008233342852,0.7922998986828774,0.8151658767772513
1316,0.48425787095105033,0.7993920972644377,0.7345971563981043
1645,0.4025285877476106,0.8277608915906789,0.8341232227488152
1974,0.44746737491637617,0.8125633232016212,0.8436018957345972
2303,0.42420009068442693,0.8085106382978724,0.8436018957345972
2632,0.38260012801657334,0.8318135764944277,0.8672985781990522
2961,0.34815466773848164,0.8571428571428572,0.8199052132701422
3290,0.35054025319692694,0.8459979736575481,0.8672985781990522
3619,0.3660602444346915,0.8328267477203648,0.8530805687203792
3948,0.35069068861708214,0.8571428571428572,0.8672985781990522
4277,0.38286151884174635,0.8429584599797366,0.8388625592417063
4606,0.3380658810669528,0.8743667679837893,0.8341232227488152
4935,0.3586547529323002,0.8642350557244175,0.8530805687203792
5264,0.3379163277291116,0.8541033434650457,0.8909952606635072
5593,0.299475270367804,0.8784194528875381,0.8436018957345972
5922,0.3586120698770853,0.8500506585612969,0.8767772511848342
6251,0.31440382610474316,0.8774062816616008,0.8246445497630333
6580,0.3380879694869574,0.8561296859169201,0.8625592417061612
6909,0.31121109136150965,0.8774062816616008,0.8767772511848342
7238,0.3419170955152618,0.8632218844984803,0.8720379146919433
7567,0.3591547085249678,0.844984802431611,0.8578199052132702
7896,0.33251216198414896,0.8713272543059778,0.8815165876777252
8225,0.31776826692086463,0.8743667679837893,0.9146919431279622
8554,0.29648626560256597,0.8703140830800405,0.8625592417061612
8883,0.3169182276290963,0.8601823708206687,0.8388625592417063
9212,0.3481384677908703,0.8551165146909828,0.8672985781990522
9541,0.3482219728942217,0.8551165146909828,0.8767772511848342
9870,0.33462986841858217,0.8520770010131713,0.8104265402843602
10199,0.3402034203996533,0.8652482269503546,0.8720379146919433
10528,0.3269310989157649,0.8601823708206687,0.8199052132701422
10857,0.34663023010817223,0.8561296859169201,0.8625592417061612
11186,0.33330440956046153,0.861195542046606,0.8815165876777252
11515,0.32835732338517876,0.8541033434650457,0.8056872037914693
11844,0.3250310658019606,0.8480243161094225,0.8056872037914693
12173,0.3243322495329585,0.8622087132725431,0.8578199052132702
12502,0.32078916963714477,0.8693009118541034,0.8625592417061612
12831,0.3530053697684978,0.8470111448834854,0.8436018957345972
13160,0.3303215952010744,0.8703140830800405,0.8436018957345972
13489,0.3388465413448175,0.8591691995947316,0.8530805687203792
13818,0.3519066884102188,0.8530901722391084,0.9099526066350712
14147,0.3291372606925206,0.8571428571428572,0.8246445497630333
14476,0.33941712755079567,0.8652482269503546,0.8056872037914693
14805,0.2937504169667987,0.8804457953394125,0.8815165876777252
15134,0.3254729701996816,0.861195542046606,0.8388625592417063
15463,0.3390575916390289,0.8652482269503546,0.8436018957345972
15792,0.35320839675741594,0.861195542046606,0.8578199052132702
16121,0.30711259160723003,0.867274569402229,0.8815165876777252
16450,0.33621917035441995,0.861195542046606,0.8104265402843602
