steps,train_loss,train_acc,val_acc
21,0.4321431290424175,0.7897838899803535,0.85
42,0.2807610859336928,0.8831041257367387,0.7944444444444445
63,0.23002654700475966,0.9047151277013752,0.6277777777777778
84,0.25113401408279806,0.8889980353634577,0.9111111111111111
106,0.1778205397789511,0.9223968565815324,0.8944444444444445
127,0.16038391831347423,0.9322200392927308,0.9111111111111111
148,0.16407443719142079,0.9292730844793713,0.8944444444444445
169,0.15163064711454574,0.943025540275049,0.9111111111111111
190,0.16657084860419946,0.9351669941060903,0.9166666666666667
212,0.15919515657401506,0.9371316306483299,0.9166666666666667
233,0.14683087073515347,0.9361493123772101,0.8944444444444445
254,0.14797893225824668,0.9440078585461689,0.9111111111111111
275,0.15292604217829076,0.9361493123772101,0.9111111111111111
296,0.14631207733760881,0.9371316306483299,0.9055555555555556
318,0.1417578149638148,0.9390962671905697,0.8944444444444445
339,0.14307075083138665,0.9469548133595285,0.9055555555555556
360,0.15522172713326565,0.9420432220039292,0.9055555555555556
381,0.14315673035582296,0.9381139489194499,0.9055555555555556
402,0.15481325749798233,0.9371316306483299,0.9111111111111111
424,0.1356658101784457,0.9420432220039292,0.9111111111111111
445,0.15505736024065897,0.9322200392927308,0.9166666666666667
466,0.15041229762649255,0.9410609037328094,0.9055555555555556
487,0.1503135301977806,0.9371316306483299,0.9055555555555556
509,0.16253729829151176,0.9322200392927308,0.9
530,0.1550911833662064,0.9400785854616895,0.9111111111111111
551,0.1560802615461743,0.9381139489194499,0.9166666666666667
572,0.14519712214736902,0.9459724950884085,0.9055555555555556
593,0.13744534576981382,0.9489194499017681,0.9
615,0.1473087379836966,0.9341846758349704,0.9
636,0.15642918543871823,0.9361493123772101,0.9055555555555556
657,0.14394142029327586,0.9361493123772101,0.9111111111111111
678,0.16067364418143606,0.9292730844793713,0.9
699,0.15947409737525847,0.9381139489194499,0.9111111111111111
721,0.1451221302239506,0.9400785854616895,0.9111111111111111
742,0.15491879209583306,0.9390962671905697,0.9055555555555556
763,0.15376576213330792,0.9341846758349704,0.9
784,0.158201248449052,0.9292730844793713,0.9111111111111111
805,0.1586406404383056,0.9292730844793713,0.9111111111111111
827,0.13811081584199003,0.9440078585461689,0.9
848,0.15586857705547205,0.9332023575638506,0.9
869,0.15119000499398394,0.9390962671905697,0.9111111111111111
890,0.14663578320316575,0.9371316306483299,0.9111111111111111
911,0.1453777896661187,0.9351669941060903,0.9
933,0.14295498851123165,0.9449901768172887,0.9055555555555556
954,0.14398988103585533,0.9341846758349704,0.9055555555555556
975,0.16230576504424418,0.931237721021611,0.9111111111111111
996,0.16671266778571667,0.9332023575638506,0.9055555555555556
1018,0.14266525872037078,0.9390962671905697,0.9111111111111111
1039,0.14657300816069418,0.9410609037328094,0.9111111111111111
1060,0.14435200969924628,0.949901768172888,0.9
