epoch,loss,train_acc,val_acc
1,0.4801468809196955,0.8065194532071503,0.6097560975609756
2,0.46456473581218694,0.8264984227129337,0.5707317073170731
3,0.5742526347895831,0.8107255520504731,0.7219512195121951
4,0.4107928199342968,0.8580441640378549,0.7609756097560976
5,0.4238521410103351,0.8275499474237644,0.6878048780487804
6,0.3391687437092844,0.8706624605678234,0.7073170731707317
7,0.343612532204822,0.861198738170347,0.5756097560975609
8,0.28477200143407444,0.882229232386961,0.6536585365853659
9,0.27228462101047474,0.8990536277602523,0.6487804878048781
10,0.24988812438117342,0.9064143007360673,0.5902439024390244
11,0.25298467752074216,0.9158780231335436,0.6195121951219512
12,0.2779739915004507,0.8832807570977917,0.6829268292682927
13,0.2675681542389714,0.886435331230284,0.6341463414634146
14,0.2650550456852755,0.8990536277602523,0.6195121951219512
15,0.27034041413216686,0.9022082018927445,0.6195121951219512
16,0.21444252099289504,0.9200841219768665,0.6731707317073171
17,0.25254700753199316,0.9022082018927445,0.6439024390243903
18,0.2550670485806453,0.9106203995793901,0.624390243902439
19,0.23863298475711003,0.9095688748685594,0.5951219512195122
20,0.25675892317128984,0.8969505783385909,0.697560975609756
21,0.23590688039984486,0.9190325972660357,0.5853658536585366
22,0.23222724615070345,0.9127234490010515,0.6292682926829268
23,0.24628841624909584,0.8958990536277602,0.6536585365853659
24,0.2305726045536976,0.9158780231335436,0.6585365853658537
25,0.2569765281735221,0.9032597266035752,0.7121951219512195
26,0.24777623649087238,0.9053627760252366,0.6682926829268293
27,0.24449692448340632,0.8937960042060988,0.6195121951219512
28,0.2542568112554109,0.900105152471083,0.6536585365853659
29,0.2578400268594487,0.9095688748685594,0.6097560975609756
30,0.25058439960967666,0.9011566771819137,0.6634146341463415
31,0.24786312833867113,0.9085173501577287,0.7121951219512195
32,0.22968172287268782,0.9106203995793901,0.6292682926829268
33,0.22670709416975357,0.9242902208201893,0.6634146341463415
34,0.23429258783728857,0.9085173501577287,0.6634146341463415
35,0.22338015469600037,0.9190325972660357,0.624390243902439
36,0.24193068232375553,0.9148264984227129,0.6
37,0.250476905122227,0.9032597266035752,0.6195121951219512
38,0.2576197135163281,0.9053627760252366,0.6634146341463415
39,0.24396922807312021,0.8980021030494216,0.6780487804878049
40,0.2483471236500172,0.8990536277602523,0.6439024390243903
41,0.24267994605404344,0.9127234490010515,0.6878048780487804
42,0.23737725030462387,0.9116719242902208,0.6341463414634146
43,0.270586013938883,0.9064143007360673,0.6585365853658537
44,0.21605536353810603,0.9221871713985279,0.6536585365853659
45,0.22364871368814968,0.9221871713985279,0.6390243902439025
46,0.2407145226290048,0.9043112513144059,0.6390243902439025
47,0.2338365937879879,0.9095688748685594,0.6439024390243903
48,0.23860740917416526,0.9190325972660357,0.5902439024390244
49,0.2630786647869335,0.9022082018927445,0.6292682926829268
50,0.25187307468113085,0.9085173501577287,0.6390243902439025
