steps,train_loss,train_acc,val_acc
127,0.4100961592670508,0.8349705304518663,0.6611111111111111
254,0.3487372811159123,0.8506876227897838,0.7388888888888889
381,0.3427727008146949,0.8703339882121807,0.8277777777777778
509,0.28677969980684853,0.8899803536345775,0.8555555555555556
636,0.301671122169682,0.8772102161100196,0.8666666666666667
763,0.24991907015413573,0.9037328094302554,0.8388888888888889
890,0.26957412956974125,0.8988212180746561,0.85
1018,0.22390518819067942,0.8988212180746561,0.8777777777777778
1145,0.21171940333248357,0.9155206286836934,0.85
1272,0.17899232291870829,0.924361493123772,0.8777777777777778
1399,0.17947918132737953,0.9273084479371315,0.8611111111111112
1527,0.17542900932561203,0.9322200392927308,0.8722222222222222
1654,0.1864443510068189,0.9204322200392927,0.8666666666666667
1781,0.1611531405235789,0.9371316306483299,0.8833333333333334
1908,0.15553569620976512,0.9381139489194499,0.8611111111111112
2036,0.16314996096848974,0.9341846758349704,0.8833333333333334
2163,0.15761185965861224,0.9341846758349704,0.8722222222222222
2290,0.14704581278363474,0.9479371316306483,0.8833333333333334
2417,0.14906920015460615,0.931237721021611,0.8666666666666667
2545,0.1549334826134511,0.9390962671905697,0.8666666666666667
2672,0.15819402817775785,0.9400785854616895,0.8833333333333334
2799,0.1673465664763816,0.9302554027504911,0.8777777777777778
2926,0.15532464863392131,0.9390962671905697,0.8833333333333334
3054,0.17625542915991574,0.9253438113948919,0.8777777777777778
3181,0.15907344585083322,0.9332023575638506,0.8666666666666667
3308,0.1600340210442927,0.9361493123772101,0.8833333333333334
3435,0.1482731939123281,0.9469548133595285,0.8666666666666667
3563,0.14970687008325617,0.9381139489194499,0.8944444444444445
3690,0.1479137548646196,0.9390962671905697,0.8944444444444445
3817,0.14466409057320218,0.9489194499017681,0.8833333333333334
3944,0.15770865028288603,0.9420432220039292,0.8722222222222222
4072,0.15694091938919075,0.9351669941060903,0.8944444444444445
4199,0.1698101445124988,0.9322200392927308,0.8833333333333334
4326,0.15743592097506307,0.9410609037328094,0.8777777777777778
4453,0.16092964681871746,0.9341846758349704,0.8722222222222222
4581,0.15701405054108333,0.943025540275049,0.888888888888889
4708,0.15610716958879722,0.931237721021611,0.8833333333333334
4835,0.149336807268776,0.9361493123772101,0.888888888888889
4962,0.1644616598933057,0.9223968565815324,0.8722222222222222
5090,0.15144270778522043,0.9361493123772101,0.9
5217,0.1528680497864609,0.9351669941060903,0.8611111111111112
5344,0.15923214778450476,0.9371316306483299,0.8944444444444445
5471,0.15375831216749367,0.9381139489194499,0.8611111111111112
5599,0.1604042312895151,0.9351669941060903,0.8833333333333334
5726,0.14454243907408537,0.9390962671905697,0.888888888888889
5853,0.16268737043285184,0.9273084479371315,0.8833333333333334
5980,0.14228193886387794,0.9508840864440078,0.8666666666666667
6108,0.1534810700327568,0.9351669941060903,0.8611111111111112
6235,0.1656195401618429,0.9273084479371315,0.8833333333333334
6362,0.1522333536201938,0.943025540275049,0.888888888888889
