steps,loss,train_acc,val_acc
247,1.0664054758032324,0.6123481781376519,0.6445497630331753
494,0.8539909663711965,0.6720647773279352,0.6398104265402844
741,0.9057018262172035,0.6730769230769231,0.6635071090047394
988,0.7985390107400021,0.7165991902834008,0.6161137440758294
1235,0.7875993119077644,0.6953441295546559,0.6777251184834123
1482,0.7517730189479797,0.7267206477732794,0.7061611374407584
1729,0.6937243990328631,0.7469635627530364,0.7298578199052134
1976,0.6253557983438979,0.7439271255060729,0.7819905213270143
2223,0.5858532662092433,0.791497975708502,0.7535545023696683
2470,0.573308699888739,0.7813765182186235,0.7725118483412323
2717,0.5296134171698258,0.8076923076923077,0.7819905213270143
2964,0.5303761983207362,0.7995951417004049,0.7535545023696683
3211,0.5506281382159183,0.7864372469635628,0.7393364928909953
3458,0.5146450665194978,0.7965587044534413,0.7582938388625593
3705,0.5506864301709511,0.8006072874493927,0.7393364928909953
3952,0.5378987590069713,0.7925101214574899,0.7440758293838863
4199,0.5546325894019865,0.7975708502024291,0.7677725118483413
4446,0.522814715801463,0.8168016194331984,0.7488151658767773
4693,0.537264275647368,0.7995951417004049,0.7630331753554503
4940,0.5166216087848069,0.7965587044534413,0.7582938388625593
5187,0.5505578522740106,0.7834008097165992,0.7677725118483413
5434,0.5289654204478631,0.8117408906882592,0.7677725118483413
5681,0.5456091916030236,0.7975708502024291,0.7677725118483413
5928,0.5324854715633006,0.8016194331983806,0.7819905213270143
6175,0.5411834590710126,0.7925101214574899,0.7535545023696683
6422,0.5058170230041149,0.805668016194332,0.7488151658767773
6669,0.5297104135336663,0.8147773279352227,0.7725118483412323
6916,0.5483993668305246,0.7904858299595142,0.7677725118483413
7163,0.5130273912720352,0.8087044534412956,0.7488151658767773
7410,0.522707941380107,0.8036437246963563,0.7582938388625593
7657,0.5253380578659806,0.8036437246963563,0.7535545023696683
7904,0.5201687718089293,0.7894736842105263,0.7725118483412323
8151,0.5002856907936243,0.8117408906882592,0.7725118483412323
8398,0.5339819275536518,0.7925101214574899,0.7677725118483413
8645,0.5345413319253729,0.8036437246963563,0.7677725118483413
8892,0.49641435023261465,0.8117408906882592,0.7677725118483413
9139,0.5166853710948697,0.791497975708502,0.7630331753554503
9386,0.5093900245814188,0.812753036437247,0.7393364928909953
9633,0.5345031024232084,0.798582995951417,0.7582938388625593
9880,0.531835262471365,0.8026315789473685,0.7630331753554503
10127,0.49764203434048393,0.8076923076923077,0.7582938388625593
10374,0.5419107356414139,0.7945344129554656,0.7535545023696683
10621,0.5352007084288578,0.8016194331983806,0.7440758293838863
10868,0.5151633092387002,0.8046558704453441,0.7440758293838863
11115,0.49617987183424145,0.8016194331983806,0.7535545023696683
11362,0.5042436580184982,0.8168016194331984,0.7440758293838863
11609,0.5114284599961539,0.7945344129554656,0.7535545023696683
11856,0.5268301368362991,0.7874493927125507,0.7725118483412323
12103,0.5252809412928245,0.826923076923077,0.7772511848341233
12350,0.5147154205120527,0.8046558704453441,0.7488151658767773
