epoch,loss,train_acc,val_acc
1,0.9065459267640089,0.6457260556127703,0.4375
2,0.81112839083593,0.694129763130793,0.27403846153846156
3,0.7171801190543249,0.7198764160659115,0.5432692307692308
4,0.7654721547842762,0.717816683831102,0.6201923076923077
5,0.7110718358557453,0.7404737384140061,0.6634615384615385
6,0.6542503071985333,0.7600411946446962,0.6057692307692308
7,0.6730563539309555,0.7590113285272915,0.5240384615384616
8,0.5535413064254423,0.8043254376930998,0.5480769230769231
9,0.5361410298381849,0.8053553038105046,0.5673076923076923
10,0.5038305029012148,0.8135942327497425,0.6009615384615385
11,0.5294577401403786,0.8074150360453141,0.5721153846153847
12,0.49761085284357826,0.8094747682801235,0.5865384615384616
13,0.5293541457024465,0.8032955715756951,0.5817307692307693
14,0.507582159185385,0.8166838311019567,0.6009615384615385
15,0.47320422091272907,0.815653964984552,0.5913461538461539
16,0.479574210366309,0.815653964984552,0.5817307692307693
17,0.4517924027051297,0.8383110195674562,0.5576923076923077
18,0.49337749285997495,0.8063851699279093,0.5673076923076923
19,0.4607770942021104,0.8300720906282183,0.5817307692307693
20,0.49478249643170624,0.815653964984552,0.6201923076923077
21,0.4644503291278126,0.8208032955715757,0.5865384615384616
22,0.46130933231231974,0.8280123583934088,0.5721153846153847
23,0.46138658907828445,0.8249227600411946,0.5576923076923077
24,0.4799055542900437,0.8177136972193615,0.576923076923077
25,0.4324928146434984,0.8383110195674562,0.5817307692307693
26,0.454607781356567,0.8424304840370751,0.6153846153846154
27,0.4611530089108264,0.8280123583934088,0.5625
28,0.4678879448056344,0.8238928939237898,0.5913461538461539
29,0.44306818433451234,0.8403707518022657,0.6057692307692308
30,0.48903940736203927,0.819773429454171,0.5336538461538461
31,0.48224837066707354,0.8228630278063851,0.5721153846153847
32,0.5065811776108158,0.7991761071060762,0.576923076923077
33,0.4735796341689804,0.8208032955715757,0.5961538461538461
34,0.4845629817548176,0.819773429454171,0.5721153846153847
35,0.47349841231298007,0.8300720906282183,0.5673076923076923
36,0.459651182826712,0.815653964984552,0.5576923076923077
37,0.45706448807591143,0.831101956745623,0.5817307692307693
38,0.46508322249480305,0.8383110195674562,0.576923076923077
39,0.45383120534594346,0.8290422245108136,0.576923076923077
40,0.4203213756533779,0.8455200823892893,0.5817307692307693
41,0.4825522217949436,0.8249227600411946,0.576923076923077
42,0.454071491128016,0.8414006179196705,0.5673076923076923
43,0.46481538761165436,0.8218331616889804,0.5913461538461539
44,0.4699740990090935,0.8269824922760041,0.5817307692307693
45,0.4920857893082435,0.8228630278063851,0.6009615384615385
46,0.4780512782989643,0.8135942327497425,0.576923076923077
47,0.48820531049054633,0.8187435633367662,0.6201923076923077
48,0.4840985260804085,0.8218331616889804,0.6057692307692308
49,0.48848113488217954,0.8125643666323378,0.5817307692307693
50,0.4877398504993574,0.8105046343975283,0.5865384615384616
