epoch,loss,train_acc,val_acc
1,0.6327212885659693,0.7770767613038907,0.6146341463414634
2,0.4307519028934755,0.8275499474237644,0.7365853658536585
3,0.41074294626485597,0.8359621451104101,0.624390243902439
4,0.5471533384839059,0.825446898002103,0.6780487804878049
5,0.35735474909987736,0.8622502628811777,0.551219512195122
6,0.4241049125923782,0.8191377497371188,0.7219512195121951
7,0.4229831386173436,0.8590956887486856,0.6048780487804878
8,0.3316511416848902,0.8580441640378549,0.6390243902439025
9,0.26884885811953013,0.8906414300736067,0.7414634146341463
10,0.2856236370211833,0.886435331230284,0.6390243902439025
11,0.30784133225914434,0.8832807570977917,0.7024390243902439
12,0.29393156994717856,0.886435331230284,0.6926829268292682
13,0.2580425523722899,0.907465825446898,0.7170731707317073
14,0.32923643208342895,0.8759200841219769,0.7073170731707317
15,0.26450064008983026,0.8958990536277602,0.7121951219512195
16,0.2732896006085394,0.8885383806519453,0.7317073170731707
17,0.28165018597674546,0.8843322818086226,0.7024390243902439
18,0.25697026089162855,0.9011566771819137,0.7560975609756098
19,0.2532302169001942,0.8916929547844374,0.6585365853658537
20,0.2748722941208274,0.8990536277602523,0.7463414634146341
21,0.24872038323044401,0.9095688748685594,0.6878048780487804
22,0.2747055357468993,0.8980021030494216,0.7560975609756098
23,0.280330703363653,0.8969505783385909,0.7268292682926829
24,0.27708502938005325,0.8958990536277602,0.7024390243902439
25,0.30206516673386913,0.8969505783385909,0.7414634146341463
26,0.2544473066267907,0.9064143007360673,0.7414634146341463
27,0.29433500368763094,0.8906414300736067,0.7219512195121951
28,0.27547871189820655,0.9032597266035752,0.7414634146341463
29,0.32609567430054476,0.8801261829652997,0.6926829268292682
30,0.28807659009246295,0.8874868559411146,0.7317073170731707
31,0.28742179434773923,0.8958990536277602,0.751219512195122
32,0.2482362226137478,0.9148264984227129,0.7024390243902439
33,0.2516157953646406,0.9064143007360673,0.6878048780487804
34,0.25937489691639926,0.907465825446898,0.7560975609756098
35,0.284423397636564,0.8990536277602523,0.7463414634146341
36,0.2679044002418325,0.9022082018927445,0.7365853658536585
37,0.265043336557289,0.900105152471083,0.7268292682926829
38,0.23963657061086593,0.9116719242902208,0.7317073170731707
39,0.278107662173037,0.8927444794952681,0.7073170731707317
40,0.2527211491492519,0.9106203995793901,0.6829268292682927
41,0.25353184424058683,0.900105152471083,0.7024390243902439
42,0.3407423789642328,0.8654048370136698,0.7073170731707317
43,0.26758067791676293,0.8937960042060988,0.7414634146341463
44,0.25982283943427725,0.8980021030494216,0.6780487804878049
45,0.27701205681406205,0.8958990536277602,0.7317073170731707
46,0.28305972422758113,0.886435331230284,0.7317073170731707
47,0.25068051834149063,0.9116719242902208,0.7170731707317073
48,0.24591969672030328,0.8969505783385909,0.7121951219512195
49,0.2784614335279422,0.8874868559411146,0.7073170731707317
50,0.22904939570324154,0.9106203995793901,0.6878048780487804
