steps,train_loss,train_acc,val_acc
254,1.0325903390830011,0.5948869223205506,0.585635359116022
508,0.875626987177831,0.6381514257620453,0.5082872928176796
762,0.7913403623575306,0.6823992133726647,0.6464088397790055
1017,0.749667432280065,0.7187807276302852,0.6077348066298343
1271,0.7157359003669042,0.7187807276302852,0.4917127071823204
1525,0.6275400515854535,0.7315634218289085,0.569060773480663
1779,0.6066782801552156,0.7482792527040315,0.7458563535911602
2034,0.5866067344460164,0.7787610619469028,0.7569060773480663
2288,0.546317875502501,0.7905604719764012,0.7071823204419889
2542,0.538189937172855,0.7748279252704032,0.718232044198895
2796,0.5142934751956043,0.80039331366765,0.7624309392265193
3051,0.4805088400723543,0.8131760078662734,0.7734806629834254
3305,0.4848460569142592,0.7925270403146509,0.7790055248618785
3559,0.4871341632413536,0.8121927236971486,0.7513812154696132
3813,0.47668146278302576,0.817109144542773,0.7790055248618785
4068,0.47723810557887736,0.8279252704031466,0.7845303867403315
4322,0.44893772394607906,0.8151425762045231,0.7955801104972375
4576,0.4696631205937621,0.8151425762045231,0.7734806629834254
4830,0.45874881281379165,0.8308751229105212,0.7845303867403315
5085,0.4475718101334548,0.8279252704031466,0.7790055248618785
5339,0.4418771641444316,0.8289085545722714,0.7734806629834254
5593,0.4275275515712937,0.8348082595870207,0.8121546961325966
5847,0.4213273739744428,0.8446411012782695,0.7955801104972375
6102,0.42590738251263177,0.8318584070796461,0.7900552486187845
6356,0.46371087862678684,0.8072763028515242,0.7845303867403315
6610,0.4413782229231288,0.8200589970501475,0.8011049723756906
6864,0.45090268172814546,0.8151425762045231,0.8011049723756906
7119,0.4524066113558256,0.8190757128810227,0.7679558011049723
7373,0.4335452454748876,0.8338249754178958,0.7955801104972375
