steps,loss,train_acc,val_acc
107,1.2137380362114059,0.4579439252336448,0.6263736263736264
214,0.8811995551407894,0.6098130841121495,0.46153846153846156
321,0.8757986108833384,0.6261682242990654,0.5054945054945056
428,0.7801256930438157,0.6845794392523364,0.5274725274725275
535,0.8329212746330511,0.6495327102803737,0.5604395604395604
642,0.8087926869080445,0.6448598130841121,0.5824175824175825
749,0.8354533164300652,0.6098130841121495,0.5384615384615385
856,0.7068322325978323,0.6845794392523364,0.6153846153846154
963,0.6780807810409046,0.7219626168224299,0.5714285714285715
1070,0.6915214742734054,0.7032710280373832,0.5824175824175825
1177,0.6643348907198862,0.7313084112149533,0.5604395604395604
1284,0.6593474025759741,0.7499999999999999,0.5274725274725275
1391,0.6660978096389325,0.7219626168224299,0.5494505494505495
1498,0.6698676314309379,0.7079439252336448,0.6153846153846154
1605,0.632865914813826,0.7686915887850466,0.6153846153846154
1712,0.7046804634210105,0.7242990654205607,0.5824175824175825
1819,0.6236172964639752,0.733644859813084,0.5384615384615385
1926,0.5908617554145439,0.7616822429906541,0.5824175824175825
2033,0.6114772913333412,0.7383177570093458,0.6153846153846154
2140,0.6792293824603625,0.7056074766355139,0.5494505494505495
2247,0.6474156461864988,0.7359813084112149,0.5934065934065934
2354,0.6229379970893681,0.7593457943925233,0.5604395604395604
2461,0.6407770040993378,0.7429906542056074,0.5494505494505495
2568,0.6362042670773569,0.7289719626168224,0.5714285714285715
2675,0.6291749865930771,0.733644859813084,0.6153846153846154
2782,0.6436659381768414,0.7359813084112149,0.6153846153846154
2889,0.6172653067613316,0.7499999999999999,0.5714285714285715
2996,0.688580513557541,0.7032710280373832,0.5494505494505495
3103,0.6219030886052925,0.7476635514018691,0.5824175824175825
3210,0.6311638131041393,0.7383177570093458,0.5934065934065934
3317,0.6011781468291149,0.7663551401869159,0.5934065934065934
3424,0.6536546057072755,0.7289719626168224,0.5604395604395604
3531,0.6574172202114746,0.7242990654205607,0.6263736263736264
3638,0.6525540382505577,0.7056074766355139,0.6043956043956045
3745,0.6466968577598857,0.7289719626168224,0.5384615384615385
3852,0.6223113851569523,0.7570093457943925,0.5824175824175825
3959,0.6298111660458218,0.7570093457943925,0.5824175824175825
