steps,train_loss,train_acc,val_acc
254,0.8837078687832888,0.6411012782694199,0.574585635359116
508,0.7912830922573131,0.6932153392330384,0.7458563535911602
762,0.700011493768195,0.7305801376597837,0.7513812154696132
1017,0.6219020827564401,0.7551622418879056,0.7458563535911602
1271,0.5771569597334285,0.7797443461160276,0.7955801104972375
1525,0.5893249055746148,0.7600786627335301,0.7955801104972375
1779,0.5572341913787782,0.7787610619469028,0.712707182320442
2034,0.47340565984345234,0.8141592920353983,0.7900552486187845
2288,0.457653954493261,0.8298918387413963,0.8066298342541436
2542,0.4166833275421765,0.84070796460177,0.8066298342541436
2796,0.40824611741415756,0.8348082595870207,0.7900552486187845
3051,0.43667146900527715,0.8377581120943953,0.8066298342541436
3305,0.42126504193365044,0.8279252704031466,0.8176795580110496
3559,0.39065508774482627,0.864306784660767,0.8121546961325966
3813,0.391881919305702,0.8544739429695183,0.8066298342541436
4068,0.3722616478639601,0.8475909537856441,0.8176795580110496
4322,0.39883559156894216,0.8446411012782695,0.8011049723756906
4576,0.3988926818588842,0.8475909537856441,0.8287292817679558
4830,0.4187412573172983,0.8436578171091446,0.8121546961325966
5085,0.39932334639915906,0.8485742379547689,0.8011049723756906
5339,0.3916582375501109,0.8485742379547689,0.8287292817679558
5593,0.3823795389519563,0.8485742379547689,0.8121546961325966
5847,0.42450724309172955,0.8289085545722714,0.8066298342541436
6102,0.39821991421128444,0.8544739429695183,0.8342541436464088
6356,0.39201053446607487,0.839724680432645,0.8066298342541436
6610,0.38591720291295234,0.8436578171091446,0.8121546961325966
6864,0.4210649317344733,0.8348082595870207,0.8121546961325966
7119,0.41391539602973587,0.8308751229105212,0.8176795580110496
7373,0.3851939255743486,0.8436578171091446,0.8066298342541436
7627,0.3989597338021915,0.8416912487708949,0.8121546961325966
7881,0.40290950820392096,0.839724680432645,0.8232044198895028
