epoch,loss,train_acc,val_acc
1,1.072732826983265,0.5881006864988558,0.6428571428571428
2,1.0022527121751932,0.627765064836003,0.65
3,0.9171583947109685,0.6475972540045767,0.5357142857142857
4,0.8768047657202074,0.6803966437833715,0.6
5,0.856576519054279,0.6849733028222731,0.6571428571428571
6,0.7969479910023425,0.6895499618611747,0.7107142857142857
7,0.7472513468551054,0.7055682684973303,0.6821428571428572
8,0.6600676360337631,0.7322654462242564,0.7285714285714285
9,0.5990318779632574,0.7688787185354692,0.7142857142857143
10,0.6379920612938254,0.7475209763539283,0.7214285714285714
11,0.623989921230837,0.7574370709382151,0.725
12,0.5837139490449093,0.7635392829900839,0.7321428571428571
13,0.5900337950224916,0.7803203661327232,0.725
14,0.5780661423910128,0.7803203661327232,0.7285714285714285
15,0.5821047786262361,0.782608695652174,0.7285714285714285
16,0.5701964916071757,0.7772692601067888,0.7392857142857142
17,0.5861188793436977,0.7734553775743708,0.725
18,0.5497230306824685,0.7948131197559115,0.7142857142857143
19,0.5414973428738563,0.8001525553012968,0.7321428571428571
20,0.5653019586562383,0.7810831426392068,0.7035714285714285
21,0.577448494249314,0.7818459191456903,0.75
22,0.5503856188736282,0.7810831426392068,0.7285714285714285
23,0.5530611914955506,0.7993897787948132,0.7107142857142857
24,0.5598349127148418,0.7772692601067888,0.7178571428571429
25,0.5379576624849205,0.782608695652174,0.7428571428571429
26,0.5554883853112533,0.7948131197559115,0.7285714285714285
27,0.5705961585726836,0.7864225781845919,0.7357142857142857
28,0.552782124003593,0.7856598016781083,0.7214285714285714
29,0.5345095812501478,0.7879481311975591,0.7321428571428571
30,0.542819973578624,0.7894736842105263,0.7285714285714285
31,0.5478281455922909,0.7818459191456903,0.7178571428571429
32,0.556991950507204,0.7803203661327232,0.7357142857142857
33,0.5404043303110688,0.7902364607170099,0.7392857142857142
34,0.5636276569555589,0.7818459191456903,0.7428571428571429
35,0.5789114921307582,0.7658276125095348,0.7321428571428571
36,0.5491435593271147,0.7917620137299771,0.7321428571428571
37,0.5565498196196683,0.7887109077040427,0.7214285714285714
38,0.5331095345119408,0.7909992372234935,0.7392857142857142
39,0.5596910711238623,0.778794813119756,0.7321428571428571
40,0.5653134799931088,0.7909992372234935,0.7321428571428571
41,0.5498786168094812,0.7841342486651411,0.7392857142857142
42,0.5428577318026035,0.7909992372234935,0.7357142857142857
43,0.5496369721687631,0.7810831426392068,0.7321428571428571
44,0.5456688852141051,0.7917620137299771,0.7428571428571429
45,0.5629822129879536,0.778794813119756,0.725
46,0.5495086553940602,0.7940503432494279,0.725
47,0.5444287976902191,0.7871853546910755,0.7357142857142857
48,0.5531368730724722,0.7780320366132724,0.7428571428571429
49,0.5520691371527816,0.7841342486651411,0.7392857142857142
50,0.5762614430952036,0.7841342486651411,0.7321428571428571
